newspaper,language,date,url,text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/politics/key-senate-race-shifts-toward-gop-republican-turns-tables-democrat-playbook,GOP candidate flips the script on Democrat rival as crucial Senate race becomes toss-up,0.001584,0.000025,0.000314,0.000100,0.000657,0.000062,0.000047,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/entertainment/american-idol-ditches-hollywood-georgia-after-two-decades-california-loses-another-production,'American Idol' says goodbye to Hollywood as production company announces move,0.000440,0.000030,0.000207,0.000107,0.000248,0.000037,0.000026,0.000000,100.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/outkick-sports/ridiculous-usa-today-column-proves-demand-misogyny-sports-exceeds-supply,Left-wing columnist launches smear of Sydney Sweeney and Arch Manning,0.001757,0.000014,0.000147,0.000094,0.000879,0.000021,0.000022,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/outkick-sports/falcons-star-bijan-robinson-wants-every-nfl-team-play-indoors-one-day-that-would-be-sick,Falcons superstar Bijan Robinson has quite the ask for the NFL that fans might not like,0.000992,0.000014,0.000102,0.000113,0.000366,0.000021,0.000017,0.000000,100.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/us/handcuffed-inmate-breaks-free-punches-deputy-wild-courthouse-escape-attempt,Inmate learns his sentence — then chaos kicks off inside Ohio courthouse,0.013527,0.000086,0.000557,0.000195,0.001435,0.004769,0.000184,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/politics/dem-megadonor-unleashes-reality-check-harris-2028-eying-socialist-firebrand,Dem megadonor eyes socialist firebrand for 2028 while taking dig at Harris,0.054238,0.000141,0.000819,0.000889,0.006187,0.014724,0.000254,0.000000,100.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxweather.com/earth-space/nasa-artificial-intelligence-advanced-research-moon-surface,New clues hidden across the moon's surface discovered by NASA,0.000420,0.000040,0.000238,0.000111,0.000184,0.000056,0.000036,0.000000,100.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxweather.com/lifestyle/strange-finds-yellowstone-national-park-airpods-invisalign,SEE IT: Rangers at iconic national park uncover strange items in geysers,0.000830,0.000049,0.000334,0.000166,0.000282,0.000064,0.000061,0.000000,100.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/world/plane-passengers-scream-harrowing-mid-flight-video-violent-shaking-sends-cabin-ceiling-panels-flying,Passengers descend into horror as violent shaking tears plane cabin apart,0.038433,0.000116,0.000850,0.000351,0.002799,0.015094,0.000371,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/politics/politics-cartoons-slideshow,Political cartoons of the day,0.000455,0.000047,0.000347,0.000156,0.000418,0.000053,0.000034,0.000000,100.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/politics/kavanaugh-throws-trump-lifeline-mail-ballot-rules-despite-supreme-court-loss-midterms,Experts puzzled by Supreme Court's unreasoned order blocking rule on mail-in ballots,0.000558,0.000019,0.000122,0.000088,0.000281,0.000028,0.000018,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/opinion/beat-china-ai-america-must-work-communities-not-around-them,A fair deal can let America lead AI while protecting local communities,0.000462,0.000030,0.000154,0.000130,0.000151,0.000057,0.000028,100.000000,0.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/us/west-virginia-woman-charged-death-ill-husband-left-toilet-19-hours,"Wife allegedly left ailing husband on toilet for 19 hours, causing his death",0.011098,0.000035,0.000137,0.000494,0.000545,0.001414,0.000112,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/outkick-sports/sam-leavitt-injury-bombshell-sends-lsu-ole-miss-showdown-chaotic-mode-kiffin-return-looms,Sam Leavitt injury bombshell sends LSU-Ole Miss showdown into uncertain territory,0.008756,0.000062,0.000797,0.000116,0.002008,0.000735,0.000319,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/travel/do-not-physically-resist-us-issues-chilling-robbery-warning-americans-overseas,"Tourists warned of robberies, drugged drinks and unrest at popular destination",0.074364,0.000109,0.000386,0.002437,0.001835,0.012817,0.000559,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/outkick-sports/nike-linked-coacingher-program-faces-scrutiny-gender-bias-training-definition-girls,How does Nike define what a 'girl' is? Former coach exposes what the company is teaching,0.001180,0.000030,0.000208,0.000210,0.000554,0.000044,0.000090,0.000000,100.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/entertainment/test-your-pop-culture-from-hollywood-heartland-23,Guess which Hollywood legend enlisted in the Army after winning an Oscar,0.000495,0.000023,0.000182,0.000094,0.000256,0.000031,0.000023,100.000000,0.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://nation.foxnews.com/?cmpid=org=NAT::ag=owned::mc=FNC_display::src=FNC_web::cmp=Homepage::add=MauroGroundZero_SnackBar&utm_source=FNC_display&utm_medium=FNC_web&utm_campaign=Homepage&utm_content=MauroGroundZero_SnackBar,Stream Paul Mauro's Notes from Ground Zero exclusively on Fox Nation,0.000339,0.000048,0.000290,0.000170,0.000348,0.000054,0.000030,0.000000,100.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://link.podtrac.com/willcain_yt,WATCH LIVE: Will Cain breaks down why couples with different last names get divorced,0.000549,0.000026,0.000210,0.000103,0.000262,0.000039,0.000030,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/games,"PLAY NOW! Crosswords, Word Search, Sudoku, Icon Match & 5 Across!",0.000388,0.000055,0.000410,0.000176,0.000371,0.000081,0.000042,0.000000,100.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.fox.com/?cmpid=org=one::ag=synergy::mc=display::src=fn::cmp=100_o1_th3::cont=m2_tp1::add=03_17_02_00_39_00_04_A,"Stream the year’s biggest moments in sports LIVE on FOX One. Catch the NFL on FOX, college football, and more. Save 50% with this limited-time offer: just $99 for one year.",0.000435,0.000023,0.000133,0.000089,0.000193,0.000037,0.000023,100.000000,0.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/deals/last-minute-halloween-costumes,7 easy Halloween costumes you can pull together with almost no effort,0.000559,0.000028,0.000180,0.000119,0.000229,0.000045,0.000027,100.000000,0.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/outkick-sports/bill-belichick-son-resigns-north-carolina-defensive-coordinator-investigation-culture-closes,Bill Belichick's son resigns as North Carolina's defensive coordinator as investigation into culture closes,0.000655,0.000016,0.000116,0.000078,0.000305,0.000024,0.000020,0.000000,100.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/outkick-sports/falcons-star-bijan-robinson-wants-every-nfl-team-play-indoors-one-day-that-would-be-sick,Falcons star Bijan Robinson wants every NFL team to play indoors one day: 'That would be sick',0.003330,0.000018,0.000211,0.000114,0.000938,0.000091,0.000044,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/outkick-sports/gop-congressman-presses-wnba-define-women-enes-kanter-freedom-royce-white-ruled-ineligible,"GOP congressman presses WNBA to define ‘women’ after Enes Kanter Freedom, Royce White ruled ineligible",0.011144,0.000203,0.000799,0.007238,0.002114,0.000193,0.000501,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/outkick-sports/bills-fan-protests-oj-simpson-walk-fame-snub-melanie-griffith-respects-summer-buffalo-reveals-new-cage,"Bills fan protests OJ Simpson walk of fame snub, Melanie Griffith respects summer & Buffalo reveals a new cage",0.033127,0.000050,0.002032,0.000233,0.012966,0.000095,0.000523,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/media/tpusa-school-clash-spirals-threats-outrage-mother-denies-touching-screaming-indiana-teen,"TPUSA school clash spirals into threats and outrage as mother denies touching, screaming at Indiana teen",0.027877,0.000041,0.000416,0.001256,0.005379,0.000202,0.000245,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/media/ill-settle-not-crazy-denver-business-leaders-brace-socialist-shift-after-big-win-dsa,‘I’ll settle for not crazy’: Denver business leaders brace for socialist shift after big win for DSA,0.099501,0.000024,0.000581,0.000159,0.084745,0.000132,0.000134,100.000000,0.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/media/grocery-boss-warns-mamdanis-city-run-stores-pit-government-against-its-own-citizens,Grocery boss warns Mamdani's city-run stores pit government against 'its own citizens',0.000942,0.000024,0.000132,0.000158,0.000313,0.000036,0.000021,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/media/colorados-socialist-surge-shakes-democratic-establishment,Colorado's socialist surge shakes up the Democratic establishment,0.001496,0.000018,0.000132,0.000152,0.000382,0.000047,0.000024,100.000000,0.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/politics/powerful-teachers-unions-share-striking-link-states-struggling-teach-kids-read,Powerful teachers' unions share striking link with states struggling to teach kids to read,0.000483,0.000022,0.000108,0.000099,0.000186,0.000032,0.000023,100.000000,0.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/politics/trumps-5k-checks-could-join-stack-past-unfulfilled-promises-former-congress-budget-chief-warns,"Trump’s $5K checks could join stack of past unfulfilled promises, former Congress budget chief warns",0.000883,0.000012,0.000089,0.000074,0.000400,0.000021,0.000015,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/politics/fed-threw-wrench-trumps-midterm-economic-message,The Fed just threw a wrench in Trump's midterm economic message,0.003918,0.000019,0.000317,0.000061,0.001401,0.000065,0.000052,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/opinion/american-schools-cost-more-than-ever-students-still-failing,American schools cost more than ever but our students still keep failing,0.002937,0.000018,0.000208,0.000191,0.000867,0.000039,0.000031,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/media/tim-scott-opens-miraculous-car-crash-survival-changed-course-his-life,Tim Scott opens up on ‘miraculous’ car crash survival that changed the course of his life,0.001244,0.000018,0.000160,0.000097,0.000357,0.000029,0.000022,100.000000,0.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/media/homan-confirms-criminal-investigation-involving-ilhan-omar-says-knows-things-going,"Homan confirms 'criminal' investigation involving Ilhan Omar, says he knows 'things are going on’",0.000486,0.000021,0.000149,0.000124,0.000206,0.000030,0.000022,0.000000,100.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/media/kyrsten-sinema-questions-whether-moderates-still-have-place-democratic-party,Kyrsten Sinema questions whether moderates still have a place in the Democratic Party,0.000374,0.000045,0.000335,0.000114,0.000393,0.000055,0.000037,0.000000,100.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/media/tim-scott-fires-back-after-morning-joe-mocks-fiery-gop-speech-accuses-program-hiding-from-truth,"Tim Scott fires back after ‘Morning Joe’ mocks fiery GOP speech, accuses program of hiding 'from the truth'",0.001590,0.000014,0.000119,0.000099,0.000518,0.000029,0.000022,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/politics/political-insider-turns-anti-incumbent-table-8-year-dem-key-senate-race-hasnt-delivered,Political insider turns anti-incumbent table on 8-year Dem in key Senate race: 'Hasn't delivered',0.000825,0.000015,0.000137,0.000073,0.000368,0.000024,0.000021,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/politics/republicans-powerful-new-playbook-battle-congress-whats-inside,Republicans just got a powerful new playbook for the battle for Congress. Here's what's inside,0.000880,0.000017,0.000148,0.000081,0.000372,0.000027,0.000021,100.000000,0.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/media/michigan-republican-lawmaker-warns-guaranteed-income-programs-do-not-work-voices-opposition-state-policy,"Michigan Republican lawmaker warns guaranteed income programs do not work, voices opposition to state policy",0.000599,0.000018,0.000097,0.000120,0.000219,0.000030,0.000017,0.000000,0.000000,100.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/us/fellow-vet-remembers-late-army-paratrooper-helped-fox-news-reporter-afghans-helene-victims-send-me,"Friend remembers late Army paratrooper who helped Fox News reporter, Afghans and Helene victims: 'Send me'",0.002860,0.000018,0.000219,0.000309,0.000806,0.000041,0.000032,0.000000,100.000000,0.000000
Fox News,en,2026-09-17T16:20:55.540062+00:00,https://www.foxnews.com/us/steel-across-america-ends-cross-country-911-memorial-ny-giants-game,Steel Across America ends its cross-country 9/11 memorial at NY Giants game,0.000681,0.000036,0.000246,0.000142,0.000264,0.000067,0.000032,0.000000,100.000000,0.000000
