newspaper,language,date,url,text,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/health/rare-cancer-cases-strike-california-community-families-demand-answers,Rare cancer cases strike in California community as families demand answers,0.000672,0.000038,0.000199,0.000118,0.000179,0.000076,0.000044,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/travel/t-rex-footprints-unearthed-first-ever-discovery-66-million-years-creature-walked-earth,Scientists uncover 66-million-year-old T rex footprints trail unlike any found before,0.000381,0.000034,0.000215,0.000098,0.000245,0.000041,0.000026,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/outkick-culture/eva-shockey-joins-tomi-lahren-fearless-discusses-hunting-eating-bears-not-favorite,Outdoor Channel star hunts bears regularly but admits she'd never choose to eat the meat,0.000947,0.000017,0.000139,0.000107,0.000343,0.000026,0.000025,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/deals/puretalk-half-off-deal,FOX readers get 50% off their first month with PureTalk phone plans,0.000348,0.000024,0.000133,0.000083,0.000178,0.000037,0.000023,100.000000,0.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/politics/5-states-biggest-losers-trumps-trade-war-canada-expert-warns,"5 states could be biggest losers of Trump's Canada trade war, expert warns",0.237677,0.000012,0.000220,0.000383,0.186521,0.000045,0.000026,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/outkick-sports/german-tennis-star-takes-jab-trinity-rodman-losers-try-cancel-ella-langley-old-hunting-photos,Ella Langley's old deer hunting photos surface online as critics target country star,0.001138,0.000018,0.000131,0.000141,0.000351,0.000030,0.000027,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/politics/smithsonian-move-reignites-woke-marxist-criticism-latino-museum-avoids-congressional-approval,Firestorm erupts over Smithsonian's newest location for controversial museum,0.000737,0.000038,0.000250,0.000142,0.000341,0.000072,0.000029,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/outkick-sports/nike-linked-coacingher-program-faces-scrutiny-gender-bias-training-definition-girls,How does Nike define what a 'girl' is? Former coach exposes what the company is teaching,0.001180,0.000030,0.000208,0.000210,0.000554,0.000044,0.000090,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/deals/airtag-amazon-deal,Apple AirTags just dropped to $24 on Amazon — one of the best times to stock up,0.000347,0.000023,0.000129,0.000092,0.000177,0.000032,0.000023,100.000000,0.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/video/6405148047112,"WWE legend Rey Mysterio talks celebs, athletes entering pro wrestling space",0.000326,0.000192,0.001515,0.000345,0.000878,0.000111,0.000087,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/video/6405146760112,AI regulation debate intensifies as Washington remains divided,0.000294,0.000032,0.000181,0.000102,0.000184,0.000045,0.000027,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/video/6405098278112,‘Worse than Watergate’: Grassley says new FBI files expose ‘evil’ effort to take down Trump,0.003433,0.000018,0.000327,0.000066,0.001197,0.000054,0.000079,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/video/6405146640112,Andrew Kolvet on the future of The Charlie Kirk Show,0.000388,0.000061,0.000466,0.000144,0.000447,0.000072,0.000046,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/video/6405144912112,Charlie Kirk lawsuit alleges major security failures at UVU event,0.000619,0.000021,0.000146,0.000097,0.000280,0.000029,0.000018,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/video/6405145056112,'College Concierge Moms' service takes care of students away from home,0.000887,0.000022,0.000147,0.000181,0.000357,0.000039,0.000062,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/video/6405147368112,Baker reveals why handmade rye bread costs $60 a loaf at New York City location,0.000618,0.000020,0.000134,0.000096,0.000249,0.000032,0.000019,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/video/6405107899112,Brooke Rollins discusses impact of importing beef trim on cattle ranchers at GOP convention,0.000900,0.000014,0.000084,0.000099,0.000332,0.000024,0.000015,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/video/6405100449112,How Eva Shockey Inspired a Generation of Young Female Hunters | Tomi Lahren is Fearless,0.001357,0.000082,0.000781,0.000396,0.001036,0.000069,0.000175,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/video/6405013787112,LongHorn employee's viral video shows roaches and trash inside Atlanta kitchen,0.298591,0.000030,0.001328,0.000439,0.230560,0.000070,0.000086,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/outkick/new-trailer-other-mommy-jessica-chastain-reveals-sinister-entity-terrorizing-young-girl,Terrifying preview released for new horror film featuring Hollywood star,0.003133,0.000199,0.003208,0.000491,0.003285,0.000148,0.000193,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/lifestyle/american-culture-quiz-test-yourself-gridiron-grazing-silver-screen-secrets,"American Culture Quiz: Test yourself on gridiron grazing, silver-screen secrets and more",0.001725,0.000036,0.000330,0.000212,0.000535,0.000093,0.000045,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/outkick-sports/shota-imanaga-home-run-struggles-wrigley-wind-make-over-7-5-play-braves-cubs,Shota Imanaga already surrendered 34 homers and tonight could get uglier,0.038757,0.000228,0.003024,0.000216,0.005830,0.011030,0.001142,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxbusiness.com/sports/cc-sabathia-excited-pitcch-foundations-future-annual-golf-event-raises-over-450k-youth,Former World Series champion steps up big to be a role model off the field,0.000488,0.000033,0.000248,0.000079,0.000308,0.000058,0.000037,100.000000,0.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/us/florida-woman-allegedly-drugs-man-met-club-steals-nearly-100k-rolex-police,"Florida woman allegedly drugs man she met at club, steals his $98K Rolex",0.060737,0.000251,0.001119,0.020277,0.006051,0.001265,0.003841,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/world/norway-faces-backlash-over-deeply-racist-proposal-jail-citizens-west-bank-business,"European country's proposed law is 'deeply racist toward Jews,' activist warns",0.232386,0.001542,0.002517,0.179163,0.020601,0.003223,0.000799,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/video/6405150348112,Jonathan Turley makes a prediction on what's next for Lindsay Clancy,0.000346,0.000027,0.000182,0.000087,0.000200,0.000033,0.000027,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/opinion/trump-fighting-iran-strategic-clarity-america-winning,Iran’s regime is weaker than ever — and Trump is seizing the moment now,0.018648,0.000016,0.000127,0.002007,0.005052,0.000061,0.000020,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/us/us-military-releases-footage-massive-operation-rescue-injured-airman-stranded-inside-iran,New military footage pulls back curtain on daring rescue deep inside Iran,0.002359,0.000043,0.000233,0.000328,0.000286,0.000344,0.000083,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/politics/trump-dhs-hits-16-straight-months-0-releases-border,Mullin declares 'consequences are back' as DHS hits catch-and-release milestone,0.000466,0.000020,0.000130,0.000097,0.000191,0.000038,0.000023,100.000000,0.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxbusiness.com/economy/costco-raises-price-kirkland-motor-oil-limits-how-much-shoppers-can-buy,Costco hikes price on popular item — and limits how much shoppers can buy,0.000507,0.000024,0.000142,0.000101,0.000216,0.000041,0.000023,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/outkick-sports/wwe-legend-rey-mysterio-shares-thoughts-celebrities-pro-athletes-entering-pro-wrestling-space,Fans are fed up but Rey Mysterio calls celebrity ring invasions 'fun and cool',0.005708,0.000021,0.000360,0.000246,0.001940,0.000053,0.000074,100.000000,0.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/entertainment/prince-harry-meghan-markles-school-run-problems-shouldnt-come-surprise-royal-expert-says,"Harry, Meghan changing kids' school suddenly echoes Sussexes' constant upheaval: expert",0.003050,0.000015,0.000173,0.000186,0.001000,0.000037,0.000042,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/politics/dem-house-speaker-torched-invoking-9-11-attack-key-trump-policy-totally-wrong,Dem lawmaker puts key Trump policy in crosshairs by invoking 9/11 violence,0.002492,0.000015,0.000090,0.000243,0.000468,0.000058,0.000022,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxbusiness.com/lifestyle/ford-recalls-more-than-223000-vehicles-over-fuel-tank-issue,Ford recalls over F-150 trucks for potentially dangerous issue: 'Not properly inserted',0.000481,0.000032,0.000191,0.000116,0.000222,0.000052,0.000029,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/entertainment/macklemores-long-history-controversy-from-grammy-wins-free-palestine-concert-remarks,Macklemore’s controversial past resurfaces after Ed Sheeran tour ouster,0.000528,0.000020,0.000152,0.000083,0.000284,0.000030,0.000023,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/us/fourth-florida-resident-dies-after-contracting-flesh-eating-bacteria-linked-oysters,"Fourth person dies from flesh-eating bacteria, officials issue raw oyster warning",0.002989,0.000019,0.000094,0.000137,0.000577,0.000135,0.000031,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxweather.com/extreme-weather/two-earthquakes-iceland-volcano-glacier,Two earthquakes strike volcano and glacier seconds apart in popular tourist spot,0.000943,0.000065,0.000485,0.000166,0.000243,0.000158,0.000051,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/entertainment/tom-cruise-admits-rumors-about-his-intense-behavior-movie-sets-true,Tom Cruise makes surprising admission about his behavior on movie sets,0.000840,0.000027,0.000257,0.000115,0.000429,0.000042,0.000031,100.000000,0.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/politics/politics-cartoons-slideshow,Political cartoons of the day,0.000455,0.000047,0.000347,0.000156,0.000418,0.000053,0.000034,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/travel/savage-bear-attack-leaves-wounded-montana-hunter-horrifying-option,Savage bear attack leaves wounded Montana hunter with horrifying option,0.004481,0.000015,0.000101,0.000286,0.001164,0.000077,0.000026,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/politics/lifelong-democrat-admits-ashamed-party-after-son-killed-illegal-immigrant-crash,Couple slain days into marriage by illegal trucker prompts Dem mother's admission,0.092024,0.000083,0.000329,0.006728,0.004276,0.005551,0.002498,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/media/carnegie-mellon-promises-swift-action-professor-uju-anya-social-media-posts,"'Die first, White man': Quote from CMU professor sparks safety fears on campus",0.636198,0.006415,0.004131,0.447628,0.029593,0.088686,0.005893,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/us/lindsay-clancy-holdout-juror-looked-case-made-call-brother-says,Family of the holdout juror in Lindsay Clancy's murder trial breaks silence,0.004526,0.000023,0.000294,0.000168,0.001162,0.000052,0.000072,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxbusiness.com/technology/microsoft-unveils-code-conduct-ai-models-safety-concerns-mount,Microsoft unveils code of conduct for AI models as safety concerns mount,0.000330,0.000036,0.000187,0.000139,0.000179,0.000047,0.000033,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/entertainment/test-your-pop-culture-from-hollywood-heartland-23,Guess which Hollywood legend enlisted in the Army after winning an Oscar,0.000495,0.000023,0.000182,0.000094,0.000256,0.000031,0.000023,100.000000,0.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://nation.foxnews.com/?cmpid=org=NAT::ag=owned::mc=FNC_display::src=FNC_web::cmp=Homepage::add=MauroGroundZero_SnackBar&utm_source=FNC_display&utm_medium=FNC_web&utm_campaign=Homepage&utm_content=MauroGroundZero_SnackBar,Stream Paul Mauro's Notes from Ground Zero exclusively on Fox Nation,0.000339,0.000048,0.000290,0.000170,0.000348,0.000054,0.000030,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/media/fun-fact-africa-larger-than-u-s-china-india-mexico-most-europe-combined,Scientists discovered 7-billion-year-old stardust inside an Australian meteorite,0.000371,0.000035,0.000203,0.000108,0.000168,0.000050,0.000033,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://link.podtrac.com/willcain_yt,WATCH LIVE: WATCH LIVE: Karol Markowicz and Tim Young join Will Cain,0.000454,0.000426,0.003366,0.000674,0.002908,0.000290,0.000144,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/games,"PLAY NOW! Crosswords, Word Search, Sudoku, Icon Match & 5 Across!",0.000388,0.000055,0.000410,0.000176,0.000371,0.000081,0.000042,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.fox.com/?cmpid=org=one::ag=synergy::mc=display::src=fn::cmp=100_o1_th3::cont=m2_tp1::add=03_17_02_00_39_00_04_A,"Stream the year’s biggest moments in sports LIVE on FOX One. Catch the NFL on FOX, college football, and more. Save 50% with this limited-time offer: just $99 for one year.",0.000435,0.000023,0.000133,0.000089,0.000193,0.000037,0.000023,100.000000,0.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/deals/cushionaire-suede-clogs-deal-amazon,"'No rubbing, no blisters': These comfy suede clogs are down to $60 on Amazon",0.345439,0.000101,0.007202,0.002022,0.277009,0.000149,0.000421,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/outkick-sports/shota-imanaga-home-run-struggles-wrigley-wind-make-over-7-5-play-braves-cubs,Shota Imanaga's home run struggles and Wrigley wind make over 7.5 the play for Braves-Cubs,0.000422,0.000028,0.000165,0.000098,0.000207,0.000045,0.000025,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/outkick-sports/wwe-legend-rey-mysterio-shares-thoughts-celebrities-pro-athletes-entering-pro-wrestling-space,WWE legend Rey Mysterio shares his thoughts on celebrities and pro athletes entering pro wrestling space,0.000464,0.000041,0.000334,0.000152,0.000282,0.000030,0.000042,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/outkick-sports/jaxson-dart-girlfriend-marissa-ayers-shines-week-1-win-giants-cowboys-fan-fight-ole-miss-tension,"Jaxson Dart's girlfriend Marissa Ayers shines in Week 1 win, a Giants-Cowboys fan fight & Ole Miss tension",0.002350,0.000041,0.000580,0.000203,0.001234,0.000040,0.000134,100.000000,0.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/outkick-sports/mlb-most-electric-slugger-slowest-disrespectful-walk-off-home-runs-all-time,"MLB's most electric slugger just had one of the slowest, most disrespectful walk-off home runs of all time",0.088822,0.000032,0.001422,0.000293,0.057744,0.000083,0.000214,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/media/tpusa-school-clash-spirals-threats-outrage-mother-denies-touching-screaming-indiana-teen,"TPUSA school clash spirals into threats and outrage as mother denies touching, screaming at Indiana teen",0.027877,0.000041,0.000416,0.001256,0.005379,0.000202,0.000245,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/media/ill-settle-not-crazy-denver-business-leaders-brace-socialist-shift-after-big-win-dsa,‘I’ll settle for not crazy’: Denver business leaders brace for socialist shift after big win for DSA,0.099501,0.000024,0.000581,0.000159,0.084745,0.000132,0.000134,100.000000,0.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/media/grocery-boss-warns-mamdanis-city-run-stores-pit-government-against-its-own-citizens,Grocery boss warns Mamdani's city-run stores pit government against 'its own citizens',0.000942,0.000024,0.000132,0.000158,0.000313,0.000036,0.000021,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/media/colorados-socialist-surge-shakes-democratic-establishment,Colorado's socialist surge shakes up the Democratic establishment,0.001496,0.000018,0.000132,0.000152,0.000382,0.000047,0.000024,100.000000,0.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/politics/5-states-biggest-losers-trumps-trade-war-canada-expert-warns,"5 states could be the biggest losers in Trump's trade war with Canada, expert warns",0.284390,0.000011,0.000205,0.000378,0.228129,0.000038,0.000025,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/us/arizona-man-lost-475k-home-hoa-foreclosure-less-1000-unpaid-dues,"Arizona man says he lost $475k home to HOA foreclosure over less than $1,000 in unpaid dues",0.000728,0.000084,0.000344,0.000187,0.000470,0.000099,0.000102,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/opinion/mr-t-taught-lesson-every-kid-chicagos-south-side-needs-hear,Mr T taught me a lesson every kid on Chicago's South Side needs to hear,0.000462,0.000017,0.000116,0.000064,0.000192,0.000027,0.000020,100.000000,0.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/politics/oil-squeeze-tightens-iran-backed-attacks-cripple-hormuz-escape-routes,Oil squeeze tightens as Iran-backed attacks cripple Hormuz escape routes,0.001590,0.000031,0.000136,0.000358,0.000269,0.000157,0.000033,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/media/homan-confirms-criminal-investigation-involving-ilhan-omar-says-knows-things-going,"Homan confirms 'criminal' investigation involving Ilhan Omar, says he knows 'things are going on’",0.000486,0.000021,0.000149,0.000124,0.000206,0.000030,0.000022,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/media/kyrsten-sinema-questions-whether-moderates-still-have-place-democratic-party,Kyrsten Sinema questions whether moderates still have a place in the Democratic Party,0.000374,0.000045,0.000335,0.000114,0.000393,0.000055,0.000037,0.000000,100.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/media/tim-scott-fires-back-after-morning-joe-mocks-fiery-gop-speech-accuses-program-hiding-from-truth,"Tim Scott fires back after ‘Morning Joe’ mocks fiery GOP speech, accuses program of hiding 'from the truth'",0.001590,0.000014,0.000119,0.000099,0.000518,0.000029,0.000022,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/media/anthropic-ceo-calls-ai-industry-slow-down-tech-race-drawing-support-elon-musk-sam-altman,"Anthropic CEO calls on AI industry to slow down tech race, drawing support from Elon Musk, Sam Altman",0.000362,0.000026,0.000147,0.000105,0.000169,0.000034,0.000023,100.000000,0.000000,0.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/politics/dem-fundraising-giant-actblue-accused-fraudulent-donation-cover-up-explosive-report,Dem fundraising giant ActBlue accused of fraudulent donation 'cover-up' in explosive report,0.000783,0.000017,0.000126,0.000087,0.000277,0.000026,0.000022,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/politics/trumps-beef-import-scheme-wreaks-havoc-fed-up-red-state-cattle-ranchers,Trump’s beef import scheme wreaks havoc on fed-up red state cattle ranchers,0.016567,0.000022,0.000193,0.000384,0.005838,0.000059,0.000042,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/politics/dem-house-speaker-torched-invoking-9-11-attack-key-trump-policy-totally-wrong,Dem House speaker torched for invoking 9/11 to attack key Trump policy: 'Totally wrong',0.001503,0.000016,0.000105,0.000119,0.000427,0.000032,0.000024,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/tech/dmv-breach-confirmed-hackers-claim-200000-records-stolen,"DMV breach confirmed as hackers claim 200,000 records stolen",0.000613,0.000024,0.000157,0.000132,0.000225,0.000041,0.000026,0.000000,0.000000,100.000000
Fox News,en,2026-09-16T16:14:30.906546+00:00,https://www.foxnews.com/politics/hochul-accused-hit-job-behalf-teachers-unions-act-pure-censorship-labor-group,Hochul accused of ‘hit job’ on behalf of teachers’ unions in act of ‘pure censorship’: labor group,0.003159,0.000030,0.000563,0.000102,0.001048,0.000069,0.000169,0.000000,0.000000,100.000000
